Image Name,Gabor Features
2NA22S091-K16@1.1.jpg,"[254.75892857142858, 4.880801399283297, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.93051242236024, 2.2645695232476486, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.9900524068323, 0.633328083649571, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99463800465838, 0.50381442432828, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99051339285714, 0.728624126445834, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99662752329192, 0.30286109909487036, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99672457298138, 0.2572963703571498, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.93558326863354, 2.00064269066564, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
2NA22S091-K18@1.1.jpg,"[254.59751067546583, 6.217789874451258, 254.99844720496895, 0.19228499812676528, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.85326086956522, 3.016873652278203, 254.9998059006211, 0.028720805797880476, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.94819972826087, 1.7365303945051749, 254.99983016304347, 0.03447941198832099, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.90632278726707, 2.5714051081919607, 254.998180318323, 0.20326237733062513, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.87351999223603, 3.133209944215426, 254.99439538043478, 0.46132723700859973, 254.9997573757764, 0.03482904321824738, 255.0, 0.0, 255.0, 0.0, 254.90641983695653, 2.556457147899704, 254.998180318323, 0.20326237733062513, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.93788819875778, 1.9967522263262891, 254.99934491459626, 0.1043714448633599, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.8334384704969, 3.348699698612262, 254.9984229425466, 0.28222516808124015, 254.99966032608697, 0.06895882397664196, 254.99997573757764, 0.004925630284045856, 255.0, 0.0]"
2NA22S091-K21@1.1.jpg,"[255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
2NA22S091-Q12@1.1.jpg,"[223.6219429347826, 34.211109560243976, 253.8522903726708, 8.981801962486339, 254.55546389751552, 5.863659452272229, 254.64508928571428, 5.227757076661756, 254.66513004658384, 5.073284093482352, 228.27334045031057, 31.422062239801363, 254.0563373447205, 8.196364779044885, 254.58656832298138, 5.722106773335866, 254.6573418090062, 5.221207366663161, 254.67269992236024, 5.104542571185038, 233.29085791925465, 28.771209430976608, 254.20419254658384, 7.367777801767487, 254.6185219332298, 5.2980622692742525, 254.67512616459626, 4.899949938305735, 254.68791246118013, 4.804385395777157, 228.57783385093168, 31.5654060946902, 254.0042701863354, 7.936363212183209, 254.58921292701862, 5.197618293933209, 254.67039499223603, 4.66730202267268, 254.68766983695653, 4.538740392340908, 224.23490877329192, 33.97976825910919, 253.73820846273293, 8.745200643232506, 254.54857336956522, 5.2602005405828365, 254.65501261645963, 4.574281310204632, 254.67825601708074, 4.410015029038979, 228.62810559006212, 31.560536115368382, 253.98493303571428, 7.820816448416178, 254.5974621506211, 4.907269211452369, 254.6812160326087, 4.333472210791189, 254.6998980978261, 4.195794717642572, 233.41903629658384, 28.68673493551883, 254.19776300465838, 7.096798131185354, 254.6304347826087, 4.881025258584434, 254.69101805124222, 4.460195643537824, 254.70426533385094, 4.365640749265523, 228.38041052018633, 31.33149720313184, 254.04677795031057, 8.00437485331046, 254.59634607919256, 5.390405235009748, 254.6704677795031, 4.864049188633191, 254.6867721273292, 4.735559090451834]"
2NA22S09C-K15@12.jpg,"[254.98658288043478, 0.8724394145984057, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99992721273293, 0.01477689085213757, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.9913383152174, 0.6060382101594325, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.9666149068323, 1.5040388020802122, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.93422457298138, 2.4487996707923183, 254.9990780279503, 0.18717395079374252, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.94502135093168, 2.1580674016949577, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
2NA22S09P-B12@1.1.jpg,"[254.9367721273292, 2.3536410243538097, 254.99114421583852, 1.044475907505854, 254.9937888198758, 0.7665172965836853, 254.99458947981367, 0.6799913485003236, 254.99478357919256, 0.6603342381208966, 254.96921098602485, 1.861245674415788, 254.99201766304347, 0.9302693966315, 254.99441964285714, 0.6900312752740952, 254.99502620341616, 0.6257755353673653, 254.99519604037266, 0.608099304050585, 254.97600446428572, 1.736536416299799, 254.9926727484472, 0.8277473308219233, 254.994880628882, 0.625619254800589, 254.99534161490683, 0.5763921505794175, 254.99546292701862, 0.5626973335571834, 254.96280570652175, 2.2451313631140253, 254.99022224378882, 1.0135085695931507, 254.99388586956522, 0.7438356147408194, 254.99446816770185, 0.6784722549189312, 254.99466226708074, 0.6574795435769768, 254.94839382763976, 2.794821221772508, 254.9878445263975, 1.2145288433099009, 254.99274553571428, 0.8569119618289659, 254.9937888198758, 0.7664856431253235, 254.994007181677, 0.7422202575130306, 254.9560607531056, 2.4165589247278314, 254.99022224378882, 1.0135085695931507, 254.99388586956522, 0.7438356147408194, 254.99446816770185, 0.6784722549189312, 254.99466226708074, 0.6574795435769768, 254.9740634704969, 1.778994457370958, 254.9926727484472, 0.8277473308219233, 254.994880628882, 0.625619254800589, 254.99534161490683, 0.5763921505794175, 254.99546292701862, 0.5626973335571834, 254.97214673913044, 1.8249134805208935, 254.99201766304347, 0.9302693966315, 254.99441964285714, 0.6900312752740952, 254.99502620341616, 0.6257755353673653, 254.99519604037266, 0.608099304050585]"
2NA22S09P-Q12@1.1.jpg,"[234.94351708074535, 27.779245729462218, 254.1465935559006, 9.209807921982044, 254.54563761645963, 6.6285663589530905, 254.62349572981367, 6.039862982310979, 254.64108598602485, 5.899988948232691, 239.2994225543478, 24.80567616354232, 254.22243788819875, 8.708570800774652, 254.55747767857142, 6.655049911825485, 254.62109375, 6.22365491960868, 254.63601513975155, 6.122550489261776, 243.6934685559006, 21.57013675736763, 254.35588121118013, 7.820140571852208, 254.60978746118013, 6.2561988121160015, 254.65671098602485, 5.950840692142299, 254.66733792701862, 5.8816325351938366, 239.6119468167702, 23.781782161688206, 254.33707783385094, 7.76205605554303, 254.6280570652174, 5.905621176575383, 254.68189538043478, 5.512699576175028, 254.69407511645963, 5.420630899837838, 235.51480007763976, 26.362264084886647, 254.3062160326087, 7.799715078452416, 254.64375485248448, 5.558567012164429, 254.70584239130434, 5.0576491049645105, 254.72037558229815, 4.938874053505653, 239.7122961956522, 23.37710822291081, 254.40794836956522, 7.124044347405057, 254.67840159161491, 5.254144264859901, 254.72784840838509, 4.851927893097239, 254.738887810559, 4.756737393044594, 243.9461616847826, 20.723594764625737, 254.46457686335404, 6.886499209757192, 254.67963897515529, 5.387488995832852, 254.71780376552795, 5.082664808029125, 254.72627135093168, 5.014589045413501, 239.48672845496895, 24.13325773678962, 254.32293284161491, 7.994044032961324, 254.6181094720497, 5.992180469832908, 254.6734763198758, 5.560712786707835, 254.6853649068323, 5.4602730709828196]"
2NA22S09X-B11@17.jpg,"[255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
2NA22S09X-K11@1.1.jpg,"[255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
2NA22S09X-K15@1.2.jpg,"[254.970836568323, 1.4194104302167498, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.9978649068323, 0.19441269355274185, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99946622670808, 0.07566800356221554, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99910229037266, 0.15846387998620423, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.9998059006211, 0.03940504227236684, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.9963363742236, 0.3976239232841877, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.98299204192546, 1.0407678534158087, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
2NA22S09X-M12@1.1.jpg,"[254.99779211956522, 0.32868783371790944, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
2NA22S09X-M13@1.1.jpg,"[255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
2NA22S09X-M14@7.jpg,"[252.93776688664596, 16.89995952338605, 254.2970690993789, 9.449279604465195, 254.5109908773292, 7.722698199270319, 254.5571865295031, 7.312487078859225, 254.5685413431677, 7.210834002155162, 253.23915469720498, 15.378636686240712, 254.3505920031056, 9.24929957053479, 254.50977775621118, 7.932199561083288, 254.54296875, 7.617923070024346, 254.5512179736025, 7.540515371033665, 253.6045467779503, 13.666104434751361, 254.4303668478261, 8.689224594300995, 254.5413674301242, 7.744127001892416, 254.5638586956522, 7.543861013596119, 254.56924495341616, 7.496169400427438, 253.57943517080744, 13.808359994469605, 254.4288383152174, 8.653122869432798, 254.56453804347825, 7.499072032402089, 254.59445361024845, 7.2208369675824615, 254.60146545031057, 7.155584473458699, 253.50710888975155, 14.203976837634563, 254.4097195263975, 8.846185599963713, 254.5595642468944, 7.521481544984858, 254.59408967391303, 7.187304413090533, 254.60250873447205, 7.102583547295552, 253.58712635869566, 13.815384076486989, 254.42415566770185, 8.732567637533105, 254.5562645574534, 7.5868379906974495, 254.58567061335404, 7.305313957740817, 254.5929008152174, 7.2381205596942495, 253.612068128882, 13.616804722794278, 254.43111898291926, 8.61633775848062, 254.5505871506211, 7.593188090728811, 254.57594138198758, 7.360148457289033, 254.58234666149067, 7.300830650606274, 253.23141498447205, 15.321649063472785, 254.3695652173913, 8.950073386896884, 254.5335064052795, 7.628855124069081, 254.5681774068323, 7.315212610502159, 254.57615974378882, 7.239184168561073]"
2NA22S09X-Q12@1.1.jpg,"[254.63703416149067, 5.219163243429535, 254.99735539596273, 0.3823272169097866, 254.9990780279503, 0.18717395079374252, 254.99929638975155, 0.14284327823732984, 254.99936917701862, 0.12806638738519222, 254.8203125, 3.2479360472367715, 254.99888392857142, 0.16557563725272825, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.9221176242236, 2.029563607015633, 254.99895671583852, 0.12313783144636607, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.88645186335404, 2.577791043778515, 254.99737965838509, 0.35306296874180637, 254.99953901397515, 0.09358697539687126, 254.99985442546583, 0.029553781704275143, 254.99992721273293, 0.01477689085213757, 254.813106560559, 3.4528186337773024, 254.99563276397515, 0.563366609381736, 254.99805900621118, 0.28002210914753634, 254.9986413043478, 0.20104564058516336, 254.99881114130434, 0.17848010301993883, 254.86592585403727, 2.988214047170541, 254.99531735248448, 0.596885035138672, 254.9979862189441, 0.40882731357580604, 254.99813179347825, 0.37927353187153084, 254.998180318323, 0.3694222713034392, 254.90469720496895, 2.477664445393553, 254.99519604037266, 0.6457925071914118, 254.99650621118013, 0.506017192425064, 254.99672457298138, 0.47737428167807605, 254.9967730978261, 0.4679294272682604, 254.8087878493789, 3.486442439946102, 254.99570555124222, 0.5610151183251394, 254.99801048136646, 0.3941733052993795, 254.9982288431677, 0.3595710107353475, 254.99827736801242, 0.3497197501672558]"
2NA22S0A5-B11@1.1.jpg,"[254.99970885093168, 0.059107563408550265, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
2NA22S0A5-B12@1.1.jpg,"[254.9406783773292, 2.756494477934782, 254.99885966614906, 0.2083366824186102, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.9747913431677, 1.504286772153292, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99830163043478, 0.2438033025277317, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99893245341616, 0.1357877068739292, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99626358695653, 0.47280016798315305, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.9951717779503, 0.5696372418830793, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.9930366847826, 0.7755264179730451, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.96979328416148, 1.7628011217949349, 254.99871409161491, 0.21385278251332954, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
2NA22S0A5-E11@1.1.jpg,"[255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
2NA22S0A5-M13@1.2.jpg,"[254.9954144021739, 0.5498741148375271, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99953901397515, 0.06626677854769965, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
2NA22S0A5-N11@1.1.jpg,"[254.95851125776397, 2.1144069079688594, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.98075989906832, 1.296848621859639, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99825310559007, 0.2622148991359276, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99953901397515, 0.09358697539687125, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99995147515529, 0.009851260568091711, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.989494371118, 0.8608614130305898, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
2NA22S0A9-K12@1.1.jpg,"[254.98883928571428, 1.0897121125077365, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99434685559007, 0.5988246044252964, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99825310559007, 0.3449345845440537, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.9982288431677, 0.2916104479886586, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99983016304347, 0.03447941198832098, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99415275621118, 0.6585260886476063, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
2NA22S0AD-C11@1.1.jpg,"[255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
2NA22S0AD-K12@1.1.jpg,"[254.9832104037267, 1.1182551171233277, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99526882763976, 0.5073718357109446, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99961180124222, 0.07881008454473368, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99966032608697, 0.06895882397664198, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99922360248448, 0.11718331051305259, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99604522515529, 0.48418193587019354, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
2NA22S0AD-O11@1.3.jpg,"[255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
2NA22S0AF-K11@1.1.jpg,"[253.26259219720498, 10.851516468332951, 254.9779697204969, 0.8893291625329728, 254.99747670807454, 0.20803315718544027, 254.99905376552795, 0.12353205375496751, 254.99929638975155, 0.10914373235097043, 253.7552406832298, 8.214354086791584, 254.98427795031057, 0.7624454610847374, 254.99687014751552, 0.30350390726527526, 254.99820458074535, 0.2391810368636398, 254.9984229425466, 0.22950213906168285, 254.20530861801242, 5.9851343536814845, 254.9892517468944, 0.606325004242332, 254.99747670807454, 0.29239427045579125, 254.99808326863354, 0.2487765374424659, 254.9982288431677, 0.2393333286360719, 253.82368497670808, 7.696916288327301, 254.98762616459626, 0.6761608903863671, 254.99771933229815, 0.25479607687493644, 254.99849572981367, 0.18495337979922621, 254.99861704192546, 0.172674851984038, 253.34547263198758, 10.072275949294992, 254.9808326863354, 0.9780299340894847, 254.99660326086956, 0.24783243447827571, 254.998786878882, 0.12499411320999497, 254.99912655279502, 0.09826332575971064, 253.79410908385094, 7.882647514279324, 254.9823612189441, 0.9322468845953013, 254.99405570652175, 0.519457013898251, 254.99587538819875, 0.46508788991056754, 254.99623932453417, 0.4542441628617297, 254.2120293090062, 6.005901107581426, 254.98415663819875, 0.9298817573258075, 254.9919448757764, 0.7516048709624543, 254.99257569875778, 0.7479547709443355, 254.99264848602485, 0.7494299802545834, 253.78743691770185, 8.079883600244333, 254.9818759704969, 0.8813745912923111, 254.9949291537267, 0.5158573420894945, 254.99614227484471, 0.47691228500003596, 254.99631211180125, 0.46800379116942675]"
2NA22S0AG-B11@1.1.jpg,"[255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
2NA22S0AG-E12@1.1.jpg,"[254.94538528726707, 2.3666495806966203, 254.99801048136646, 0.29098435671505424, 254.99983016304347, 0.03447941198832098, 255.0, 0.0, 255.0, 0.0, 254.97061820652175, 1.6496533686230925, 254.99759802018633, 0.34454355762613004, 254.99900524068323, 0.18775598563918727, 254.99924786490683, 0.15269453880542155, 254.99929638975155, 0.14284327823732987, 254.9880386257764, 1.0263074792606313, 254.99856851708074, 0.22055409243301294, 254.99946622670808, 0.10836386624900883, 254.9995632763975, 0.08866134511282542, 254.99958753881987, 0.08373571482877955, 254.98883928571428, 0.9883942466970547, 254.99944196428572, 0.08879738657878584, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.98932453416148, 0.9745313463342967, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.9919934006211, 0.7342311925107969, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99313373447205, 0.6865828306036259, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.97389363354037, 1.4285342663642544, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
